VersionDate,VersionDateTo,company_name,Company_domain_name,Pipeline,Deal_owner,Create_Date,Deal_Name,Amount,Deal_Probability,Forecast_probability,Deal_Stage,Close_Date,Priority
2021-07-10,2021-07-16,Avaveo,avaveo.com,Sales Pipeline,Test User 2,2021-09-04,Avaveo Deal (2021-09-04),7815,.20,,Qualified to buy,2021-10-11,
2021-09-11,2021-09-17,Bubbletube,bubbletube.com,Sales Pipeline,Clayton Farr,2021-10-30,Bubbletube Deal (2021-10-30),4029,.30,,Appointment scheduled,2021-12-01,
2021-10-23,2021-10-23,Bubbletube,bubbletube.com,Sales Pipeline,Clayton Farr,2021-10-30,Bubbletube Deal (2021-10-30),2944,.00,,Closed lost,2021-12-01,
2021-10-16,2021-10-22,Bubbletube,bubbletube.com,Sales Pipeline,Clayton Farr,2021-10-30,Bubbletube Deal (2021-10-30),2746,.80,,Contract sent,2021-12-01,
2021-10-09,2021-10-15,Bubbletube,bubbletube.com,Sales Pipeline,Clayton Farr,2021-10-30,Bubbletube Deal (2021-10-30),3114,.70,,Decision maker bought-In,2021-12-01,
2021-09-18,2021-10-08,Bubbletube,bubbletube.com,Sales Pipeline,Clayton Farr,2021-10-30,Bubbletube Deal (2021-10-30),2873,.40,,Presentation scheduled,2021-12-01,
2021-09-04,2021-09-10,Bubbletube,bubbletube.com,Sales Pipeline,Clayton Farr,2021-10-30,Bubbletube Deal (2021-10-30),3424,.20,,Qualified to buy,2021-12-01,
2021-09-13,2021-09-13,Jaxnation,jaxnation.com,Sales Pipeline,Clayton Farr,2021-09-20,Jaxnation Deal (2021-09-20),5257,.00,,Closed lost,,
2021-09-13,2023-05-16,Jaxnation,jaxnation.com,Sales Pipeline,Clayton Farr,2021-09-20,Jaxnation Deal (2021-09-20),3071,.20,,Qualified to buy,,
2021-07-06,2021-07-06,Jetwire,jetwire.com,Sales Pipeline,Test User 2,2021-07-13,Jetwire Deal (2021-07-13),3463,.00,,Closed lost,,Medium
2021-07-06,2023-05-16,Jetwire,jetwire.com,Sales Pipeline,Test User 2,2021-07-13,Jetwire Deal (2021-07-13),2318,.20,,Qualified to buy,,Medium
2019-12-24,2019-12-30,Skippad,skippad.com,Sales Pipeline,Clayton Farr,2020-02-11,Skippad Deal (2020-02-11),4290,.30,,Appointment scheduled,2020-03-05,High
2020-02-04,2020-02-04,Skippad,skippad.com,Sales Pipeline,Clayton Farr,2020-02-11,Skippad Deal (2020-02-11),5217,.00,,Closed lost,2020-03-05,High
2020-01-28,2020-02-03,Skippad,skippad.com,Sales Pipeline,Clayton Farr,2020-02-11,Skippad Deal (2020-02-11),3330,.80,,Contract sent,2020-03-05,High
2020-01-21,2020-01-27,Skippad,skippad.com,Sales Pipeline,Clayton Farr,2020-02-11,Skippad Deal (2020-02-11),6278,.70,,Decision maker bought-In,2020-03-05,High
2019-12-31,2020-01-20,Skippad,skippad.com,Sales Pipeline,Clayton Farr,2020-02-11,Skippad Deal (2020-02-11),4465,.40,,Presentation scheduled,2020-03-05,High
2019-12-17,2019-12-23,Skippad,skippad.com,Sales Pipeline,Clayton Farr,2020-02-11,Skippad Deal (2020-02-11),3638,.20,,Qualified to buy,2020-03-05,High
2020-12-06,2020-12-12,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-01-24,Yoveo Deal (2021-01-24),4506,.30,,Appointment scheduled,2021-02-20,Medium
2021-01-17,2021-01-17,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-01-24,Yoveo Deal (2021-01-24),3873,.00,,Closed lost,2021-02-20,Medium
2021-01-10,2021-01-16,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-01-24,Yoveo Deal (2021-01-24),6356,.80,,Contract sent,2021-02-20,Medium
2021-01-03,2021-01-09,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-01-24,Yoveo Deal (2021-01-24),4336,.70,,Decision maker bought-In,2021-02-20,Medium
2020-12-13,2021-01-02,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-01-24,Yoveo Deal (2021-01-24),4480,.40,,Presentation scheduled,2021-02-20,Medium
2020-11-29,2020-12-05,Yoveo,yoveo.com,Sales Pipeline,Test User 2,2021-01-24,Yoveo Deal (2021-01-24),3945,.20,,Qualified to buy,2021-02-20,Medium
2021-04-30,2021-05-06,Centidel,centidel.com,Sales Pipeline,Clayton Farr,2021-06-18,Centidel Deal (2021-06-18),4923,.30,,Appointment scheduled,2021-07-15,High
2021-06-11,2021-06-11,Centidel,centidel.com,Sales Pipeline,Clayton Farr,2021-06-18,Centidel Deal (2021-06-18),3854,.00,,Closed lost,2021-07-15,High
2021-06-04,2021-06-10,Centidel,centidel.com,Sales Pipeline,Clayton Farr,2021-06-18,Centidel Deal (2021-06-18),3459,.80,,Contract sent,2021-07-15,High
2021-05-28,2021-06-03,Centidel,centidel.com,Sales Pipeline,Clayton Farr,2021-06-18,Centidel Deal (2021-06-18),3315,.70,,Decision maker bought-In,2021-07-15,High
2021-05-07,2021-05-27,Centidel,centidel.com,Sales Pipeline,Clayton Farr,2021-06-18,Centidel Deal (2021-06-18),4231,.40,,Presentation scheduled,2021-07-15,High
2021-04-23,2021-04-29,Centidel,centidel.com,Sales Pipeline,Clayton Farr,2021-06-18,Centidel Deal (2021-06-18),4132,.20,,Qualified to buy,2021-07-15,High
2020-02-02,2020-02-08,Browsedrive,browsedrive.com,Sales Pipeline,Clayton Farr,2020-03-22,Browsedrive Deal (2020-03-22),3151,.30,,Appointment scheduled,2020-04-18,
2020-03-15,2020-03-15,Browsedrive,browsedrive.com,Sales Pipeline,Clayton Farr,2020-03-22,Browsedrive Deal (2020-03-22),2215,.00,,Closed lost,2020-04-18,
2020-03-08,2020-03-14,Browsedrive,browsedrive.com,Sales Pipeline,Clayton Farr,2020-03-22,Browsedrive Deal (2020-03-22),2628,.80,,Contract sent,2020-04-18,
2020-03-01,2020-03-07,Browsedrive,browsedrive.com,Sales Pipeline,Clayton Farr,2020-03-22,Browsedrive Deal (2020-03-22),3398,.70,,Decision maker bought-In,2020-04-18,
2020-02-09,2020-02-29,Browsedrive,browsedrive.com,Sales Pipeline,Clayton Farr,2020-03-22,Browsedrive Deal (2020-03-22),3085,.40,,Presentation scheduled,2020-04-18,
2020-01-26,2020-02-01,Browsedrive,browsedrive.com,Sales Pipeline,Clayton Farr,2020-03-22,Browsedrive Deal (2020-03-22),4125,.20,,Qualified to buy,2020-04-18,
2020-05-16,2020-05-22,Yodel,yodel.com,Sales Pipeline,Clayton Farr,2020-07-04,Yodel Deal (2020-07-04),2668,.30,,Appointment scheduled,2020-08-04,
2020-06-27,2020-06-27,Yodel,yodel.com,Sales Pipeline,Clayton Farr,2020-07-04,Yodel Deal (2020-07-04),1732,.00,,Closed lost,2020-08-04,
2020-06-20,2020-06-26,Yodel,yodel.com,Sales Pipeline,Clayton Farr,2020-07-04,Yodel Deal (2020-07-04),1804,.80,,Contract sent,2020-08-04,
2020-06-13,2020-06-19,Yodel,yodel.com,Sales Pipeline,Clayton Farr,2020-07-04,Yodel Deal (2020-07-04),2894,.70,,Decision maker bought-In,2020-08-04,
2020-05-23,2020-06-12,Yodel,yodel.com,Sales Pipeline,Clayton Farr,2020-07-04,Yodel Deal (2020-07-04),2103,.40,,Presentation scheduled,2020-08-04,
2020-05-09,2020-05-15,Yodel,yodel.com,Sales Pipeline,Clayton Farr,2020-07-04,Yodel Deal (2020-07-04),3123,.20,,Qualified to buy,2020-08-04,
2020-07-23,2020-07-29,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-10,Abata Deal (2020-09-10),5398,.30,,Appointment scheduled,2020-10-06,
2020-09-03,2020-09-03,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-10,Abata Deal (2020-09-10),4689,.00,,Closed lost,2020-10-06,
2020-08-27,2020-09-02,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-10,Abata Deal (2020-09-10),5697,.80,,Contract sent,2020-10-06,
2020-08-20,2020-08-26,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-10,Abata Deal (2020-09-10),3442,.70,,Decision maker bought-In,2020-10-06,
2020-07-30,2020-08-19,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-10,Abata Deal (2020-09-10),4692,.40,,Presentation scheduled,2020-10-06,
2020-07-16,2020-07-22,Abata,abata.com,Sales Pipeline,Test User 2,2020-09-10,Abata Deal (2020-09-10),4873,.20,,Qualified to buy,2020-10-06,
2021-10-29,2021-11-04,Eare,eare.com,Sales Pipeline,Test User 2,2021-11-26,Eare Deal (2021-11-26),8147,.30,,Appointment scheduled,,
2021-11-19,2021-11-19,Eare,eare.com,Sales Pipeline,Test User 2,2021-11-26,Eare Deal (2021-11-26),5211,.00,,Closed lost,,
2021-11-05,2021-11-18,Eare,eare.com,Sales Pipeline,Test User 2,2021-11-26,Eare Deal (2021-11-26),8731,.40,,Presentation scheduled,,
2021-10-22,2021-10-28,Eare,eare.com,Sales Pipeline,Test User 2,2021-11-26,Eare Deal (2021-11-26),5465,.20,,Qualified to buy,,
2020-06-28,2020-06-28,Flashpoint,flashpoint.com,Sales Pipeline,Test User 2,2020-07-05,Flashpoint Deal (2020-07-05),6462,.00,,Closed lost,,Medium
2021-06-21,2021-06-27,Youspan,youspan.com,Sales Pipeline,Clayton Farr,2021-08-09,Youspan Deal (2021-08-09),3794,.30,,Appointment scheduled,2021-09-10,
2021-08-02,2021-08-02,Youspan,youspan.com,Sales Pipeline,Clayton Farr,2021-08-09,Youspan Deal (2021-08-09),3354,.00,,Closed lost,2021-09-10,
2021-07-26,2021-08-01,Youspan,youspan.com,Sales Pipeline,Clayton Farr,2021-08-09,Youspan Deal (2021-08-09),3223,.80,,Contract sent,2021-09-10,
2021-07-19,2021-07-25,Youspan,youspan.com,Sales Pipeline,Clayton Farr,2021-08-09,Youspan Deal (2021-08-09),5757,.70,,Decision maker bought-In,2021-09-10,
2021-06-28,2021-07-18,Youspan,youspan.com,Sales Pipeline,Clayton Farr,2021-08-09,Youspan Deal (2021-08-09),4889,.40,,Presentation scheduled,2021-09-10,
2021-06-14,2021-06-20,Youspan,youspan.com,Sales Pipeline,Clayton Farr,2021-08-09,Youspan Deal (2021-08-09),4495,.20,,Qualified to buy,2021-09-10,
2021-03-30,2021-04-05,Miboo,miboo.com,Sales Pipeline,Clayton Farr,2021-05-18,Miboo Deal (2021-05-18),4213,.30,,Appointment scheduled,2021-06-26,Medium
2021-05-11,2021-05-11,Miboo,miboo.com,Sales Pipeline,Clayton Farr,2021-05-18,Miboo Deal (2021-05-18),4440,.00,,Closed lost,2021-06-26,Medium
2021-05-04,2021-05-10,Miboo,miboo.com,Sales Pipeline,Clayton Farr,2021-05-18,Miboo Deal (2021-05-18),2803,.80,,Contract sent,2021-06-26,Medium
2021-04-27,2021-05-03,Miboo,miboo.com,Sales Pipeline,Clayton Farr,2021-05-18,Miboo Deal (2021-05-18),4450,.70,,Decision maker bought-In,2021-06-26,Medium
2021-04-06,2021-04-26,Miboo,miboo.com,Sales Pipeline,Clayton Farr,2021-05-18,Miboo Deal (2021-05-18),3167,.40,,Presentation scheduled,2021-06-26,Medium
2021-03-23,2021-03-29,Miboo,miboo.com,Sales Pipeline,Clayton Farr,2021-05-18,Miboo Deal (2021-05-18),4520,.20,,Qualified to buy,2021-06-26,Medium
2021-08-19,2021-08-25,Zava,zava.com,Sales Pipeline,Clayton Farr,2021-10-07,Zava Deal (2021-10-07),1613,.30,,Appointment scheduled,2021-11-18,High
2021-09-30,2021-09-30,Zava,zava.com,Sales Pipeline,Clayton Farr,2021-10-07,Zava Deal (2021-10-07),1902,.00,,Closed lost,2021-11-18,High
2021-09-23,2021-09-29,Zava,zava.com,Sales Pipeline,Clayton Farr,2021-10-07,Zava Deal (2021-10-07),2122,.80,,Contract sent,2021-11-18,High
2021-09-16,2021-09-22,Zava,zava.com,Sales Pipeline,Clayton Farr,2021-10-07,Zava Deal (2021-10-07),1814,.70,,Decision maker bought-In,2021-11-18,High
2021-08-26,2021-09-15,Zava,zava.com,Sales Pipeline,Clayton Farr,2021-10-07,Zava Deal (2021-10-07),1966,.40,,Presentation scheduled,2021-11-18,High
2021-08-12,2021-08-18,Zava,zava.com,Sales Pipeline,Clayton Farr,2021-10-07,Zava Deal (2021-10-07),1687,.20,,Qualified to buy,2021-11-18,High
2021-06-13,2021-06-19,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-08-01,Trilith Deal (2021-08-01),3324,.30,,Appointment scheduled,2021-08-31,
2021-07-25,2021-07-25,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-08-01,Trilith Deal (2021-08-01),2257,.00,,Closed lost,2021-08-31,
2021-07-18,2021-07-24,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-08-01,Trilith Deal (2021-08-01),2139,.80,,Contract sent,2021-08-31,
2021-07-11,2021-07-17,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-08-01,Trilith Deal (2021-08-01),3498,.70,,Decision maker bought-In,2021-08-31,
2021-06-20,2021-07-10,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-08-01,Trilith Deal (2021-08-01),1935,.40,,Presentation scheduled,2021-08-31,
2021-06-06,2021-06-12,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-08-01,Trilith Deal (2021-08-01),2823,.20,,Qualified to buy,2021-08-31,
2021-10-14,2021-10-20,Muxo,muxo.com,Sales Pipeline,Test User 2,2021-12-02,Muxo Deal (2021-12-02),1625,.30,,Appointment scheduled,2022-01-03,Low
2021-11-25,2021-11-25,Muxo,muxo.com,Sales Pipeline,Test User 2,2021-12-02,Muxo Deal (2021-12-02),1770,.00,,Closed lost,2022-01-03,Low
2021-11-18,2021-11-24,Muxo,muxo.com,Sales Pipeline,Test User 2,2021-12-02,Muxo Deal (2021-12-02),1204,.80,,Contract sent,2022-01-03,Low
2021-11-11,2021-11-17,Muxo,muxo.com,Sales Pipeline,Test User 2,2021-12-02,Muxo Deal (2021-12-02),1213,.70,,Decision maker bought-In,2022-01-03,Low
2021-10-21,2021-11-10,Muxo,muxo.com,Sales Pipeline,Test User 2,2021-12-02,Muxo Deal (2021-12-02),1727,.40,,Presentation scheduled,2022-01-03,Low
2021-10-07,2021-10-13,Muxo,muxo.com,Sales Pipeline,Test User 2,2021-12-02,Muxo Deal (2021-12-02),2074,.20,,Qualified to buy,2022-01-03,Low
2021-11-02,2021-11-08,Brainsphere,brainsphere.com,Sales Pipeline,Clayton Farr,2021-12-21,Brainsphere Deal (2021-12-21),789,.30,,Appointment scheduled,2022-01-23,High
2021-12-14,2021-12-14,Brainsphere,brainsphere.com,Sales Pipeline,Clayton Farr,2021-12-21,Brainsphere Deal (2021-12-21),1309,.00,,Closed lost,2022-01-23,High
2021-12-07,2021-12-13,Brainsphere,brainsphere.com,Sales Pipeline,Clayton Farr,2021-12-21,Brainsphere Deal (2021-12-21),987,.80,,Contract sent,2022-01-23,High
2021-11-30,2021-12-06,Brainsphere,brainsphere.com,Sales Pipeline,Clayton Farr,2021-12-21,Brainsphere Deal (2021-12-21),1194,.70,,Decision maker bought-In,2022-01-23,High
2021-11-09,2021-11-29,Brainsphere,brainsphere.com,Sales Pipeline,Clayton Farr,2021-12-21,Brainsphere Deal (2021-12-21),834,.40,,Presentation scheduled,2022-01-23,High
2021-10-26,2021-11-01,Brainsphere,brainsphere.com,Sales Pipeline,Clayton Farr,2021-12-21,Brainsphere Deal (2021-12-21),929,.20,,Qualified to buy,2022-01-23,High
2021-01-09,2021-01-15,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-02-27,Trilith Deal (2021-02-27),3974,.30,,Appointment scheduled,2021-03-24,
2021-02-20,2021-02-20,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-02-27,Trilith Deal (2021-02-27),3828,.00,,Closed lost,2021-03-24,
2021-02-13,2021-02-19,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-02-27,Trilith Deal (2021-02-27),3744,.80,,Contract sent,2021-03-24,
2021-02-06,2021-02-12,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-02-27,Trilith Deal (2021-02-27),6324,.70,,Decision maker bought-In,2021-03-24,
2021-01-16,2021-02-05,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-02-27,Trilith Deal (2021-02-27),3988,.40,,Presentation scheduled,2021-03-24,
2021-01-02,2021-01-08,Trilith,trilith.com,Sales Pipeline,Clayton Farr,2021-02-27,Trilith Deal (2021-02-27),6633,.20,,Qualified to buy,2021-03-24,
2020-10-21,2020-10-27,Thoughtsphere,thoughtsphere.com,Sales Pipeline,Clayton Farr,2020-11-18,Thoughtsphere Deal (2020-11-18),1217,.30,,Appointment scheduled,,Low
2020-11-11,2020-11-11,Thoughtsphere,thoughtsphere.com,Sales Pipeline,Clayton Farr,2020-11-18,Thoughtsphere Deal (2020-11-18),1591,.00,,Closed lost,,Low
2020-10-28,2020-11-10,Thoughtsphere,thoughtsphere.com,Sales Pipeline,Clayton Farr,2020-11-18,Thoughtsphere Deal (2020-11-18),934,.40,,Presentation scheduled,,Low
2020-10-14,2020-10-20,Thoughtsphere,thoughtsphere.com,Sales Pipeline,Clayton Farr,2020-11-18,Thoughtsphere Deal (2020-11-18),1099,.20,,Qualified to buy,,Low
2020-12-15,2020-12-21,Jaloo,jaloo.com,Sales Pipeline,Clayton Farr,2021-02-02,Jaloo Deal (2021-02-02),5108,.30,,Appointment scheduled,2021-02-24,Medium
2021-01-26,2021-01-26,Jaloo,jaloo.com,Sales Pipeline,Clayton Farr,2021-02-02,Jaloo Deal (2021-02-02),4431,.00,,Closed lost,2021-02-24,Medium
2021-01-19,2021-01-25,Jaloo,jaloo.com,Sales Pipeline,Clayton Farr,2021-02-02,Jaloo Deal (2021-02-02),6521,.80,,Contract sent,2021-02-24,Medium
2021-01-12,2021-01-18,Jaloo,jaloo.com,Sales Pipeline,Clayton Farr,2021-02-02,Jaloo Deal (2021-02-02),8141,.70,,Decision maker bought-In,2021-02-24,Medium
2020-12-22,2021-01-11,Jaloo,jaloo.com,Sales Pipeline,Clayton Farr,2021-02-02,Jaloo Deal (2021-02-02),7842,.40,,Presentation scheduled,2021-02-24,Medium
2020-12-08,2020-12-14,Jaloo,jaloo.com,Sales Pipeline,Clayton Farr,2021-02-02,Jaloo Deal (2021-02-02),6255,.20,,Qualified to buy,2021-02-24,Medium
2021-05-08,2021-05-14,Eamia,eamia.com,Sales Pipeline,Clayton Farr,2021-06-26,Eamia Deal (2021-06-26),357,.30,,Appointment scheduled,2021-08-07,
2021-06-19,2021-06-19,Eamia,eamia.com,Sales Pipeline,Clayton Farr,2021-06-26,Eamia Deal (2021-06-26),416,.00,,Closed lost,2021-08-07,
2021-06-12,2021-06-18,Eamia,eamia.com,Sales Pipeline,Clayton Farr,2021-06-26,Eamia Deal (2021-06-26),366,.80,,Contract sent,2021-08-07,
2021-06-05,2021-06-11,Eamia,eamia.com,Sales Pipeline,Clayton Farr,2021-06-26,Eamia Deal (2021-06-26),531,.70,,Decision maker bought-In,2021-08-07,
2021-05-15,2021-06-04,Eamia,eamia.com,Sales Pipeline,Clayton Farr,2021-06-26,Eamia Deal (2021-06-26),416,.40,,Presentation scheduled,2021-08-07,
2021-05-01,2021-05-07,Eamia,eamia.com,Sales Pipeline,Clayton Farr,2021-06-26,Eamia Deal (2021-06-26),553,.20,,Qualified to buy,2021-08-07,
2020-10-12,2020-10-18,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-11-30,Gabtune Deal (2020-11-30),458,.30,,Appointment scheduled,2020-12-18,Medium
2020-11-23,2020-11-23,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-11-30,Gabtune Deal (2020-11-30),551,.00,,Closed lost,2020-12-18,Medium
2020-11-16,2020-11-22,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-11-30,Gabtune Deal (2020-11-30),618,.80,,Contract sent,2020-12-18,Medium
2020-11-09,2020-11-15,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-11-30,Gabtune Deal (2020-11-30),723,.70,,Decision maker bought-In,2020-12-18,Medium
2020-10-19,2020-11-08,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-11-30,Gabtune Deal (2020-11-30),404,.40,,Presentation scheduled,2020-12-18,Medium
2020-10-05,2020-10-11,Gabtune,gabtune.com,Sales Pipeline,Test User 2,2020-11-30,Gabtune Deal (2020-11-30),610,.20,,Qualified to buy,2020-12-18,Medium
2021-10-08,2021-10-08,Gigashots,gigashots.com,Sales Pipeline,Test User 2,2021-10-15,Gigashots Deal (2021-10-15),6544,.00,,Closed lost,,Low
2020-01-21,2020-01-27,Gabspot,gabspot.com,Sales Pipeline,Test User 2,2020-03-10,Gabspot Deal (2020-03-10),3874,.30,,Appointment scheduled,2020-04-09,Low
2020-03-03,2020-03-03,Gabspot,gabspot.com,Sales Pipeline,Test User 2,2020-03-10,Gabspot Deal (2020-03-10),4040,.00,,Closed lost,2020-04-09,Low
2020-02-25,2020-03-02,Gabspot,gabspot.com,Sales Pipeline,Test User 2,2020-03-10,Gabspot Deal (2020-03-10),2999,.80,,Contract sent,2020-04-09,Low
2020-02-18,2020-02-24,Gabspot,gabspot.com,Sales Pipeline,Test User 2,2020-03-10,Gabspot Deal (2020-03-10),3743,.70,,Decision maker bought-In,2020-04-09,Low
2020-01-28,2020-02-17,Gabspot,gabspot.com,Sales Pipeline,Test User 2,2020-03-10,Gabspot Deal (2020-03-10),4716,.40,,Presentation scheduled,2020-04-09,Low
2020-01-14,2020-01-20,Gabspot,gabspot.com,Sales Pipeline,Test User 2,2020-03-10,Gabspot Deal (2020-03-10),2945,.20,,Qualified to buy,2020-04-09,Low
2020-04-30,2020-05-06,Muxo,muxo.com,Sales Pipeline,Clayton Farr,2020-06-18,Muxo Deal (2020-06-18),4494,.30,,Appointment scheduled,2020-08-01,Medium
2020-06-11,2020-06-11,Muxo,muxo.com,Sales Pipeline,Clayton Farr,2020-06-18,Muxo Deal (2020-06-18),5964,.00,,Closed lost,2020-08-01,Medium
2020-06-04,2020-06-10,Muxo,muxo.com,Sales Pipeline,Clayton Farr,2020-06-18,Muxo Deal (2020-06-18),5380,.80,,Contract sent,2020-08-01,Medium
2020-05-28,2020-06-03,Muxo,muxo.com,Sales Pipeline,Clayton Farr,2020-06-18,Muxo Deal (2020-06-18),3793,.70,,Decision maker bought-In,2020-08-01,Medium
2020-05-07,2020-05-27,Muxo,muxo.com,Sales Pipeline,Clayton Farr,2020-06-18,Muxo Deal (2020-06-18),4851,.40,,Presentation scheduled,2020-08-01,Medium
2020-04-23,2020-04-29,Muxo,muxo.com,Sales Pipeline,Clayton Farr,2020-06-18,Muxo Deal (2020-06-18),4412,.20,,Qualified to buy,2020-08-01,Medium
2021-08-18,2021-08-24,Viva,viva.com,Sales Pipeline,Test User 2,2021-10-06,Viva Deal (2021-10-06),895,.30,,Appointment scheduled,2021-10-21,Low
2021-09-29,2021-09-29,Viva,viva.com,Sales Pipeline,Test User 2,2021-10-06,Viva Deal (2021-10-06),869,.00,,Closed lost,2021-10-21,Low
2021-09-22,2021-09-28,Viva,viva.com,Sales Pipeline,Test User 2,2021-10-06,Viva Deal (2021-10-06),791,.80,,Contract sent,2021-10-21,Low
2021-09-15,2021-09-21,Viva,viva.com,Sales Pipeline,Test User 2,2021-10-06,Viva Deal (2021-10-06),643,.70,,Decision maker bought-In,2021-10-21,Low
2021-08-25,2021-09-14,Viva,viva.com,Sales Pipeline,Test User 2,2021-10-06,Viva Deal (2021-10-06),1126,.40,,Presentation scheduled,2021-10-21,Low
2021-08-11,2021-08-17,Viva,viva.com,Sales Pipeline,Test User 2,2021-10-06,Viva Deal (2021-10-06),656,.20,,Qualified to buy,2021-10-21,Low
2020-01-13,2023-05-16,Wikibox,wikibox.com,Sales Pipeline,Test User 2,2020-01-20,Wikibox Deal (2020-01-20),2211,.30,,Appointment scheduled,,Low
2020-01-13,2020-01-13,Wikibox,wikibox.com,Sales Pipeline,Test User 2,2020-01-20,Wikibox Deal (2020-01-20),3434,.00,,Closed lost,,Low
2020-01-06,2020-01-12,Wikibox,wikibox.com,Sales Pipeline,Test User 2,2020-01-20,Wikibox Deal (2020-01-20),3191,.20,,Qualified to buy,,Low
2020-08-24,2020-08-30,Thoughtstorm,thoughtstorm.com,Sales Pipeline,Clayton Farr,2020-10-12,Thoughtstorm Deal (2020-10-12),4688,.30,,Appointment scheduled,2020-10-31,High
2020-10-05,2020-10-05,Thoughtstorm,thoughtstorm.com,Sales Pipeline,Clayton Farr,2020-10-12,Thoughtstorm Deal (2020-10-12),5412,.00,,Closed lost,2020-10-31,High
2020-09-28,2020-10-04,Thoughtstorm,thoughtstorm.com,Sales Pipeline,Clayton Farr,2020-10-12,Thoughtstorm Deal (2020-10-12),5684,.80,,Contract sent,2020-10-31,High
2020-09-21,2020-09-27,Thoughtstorm,thoughtstorm.com,Sales Pipeline,Clayton Farr,2020-10-12,Thoughtstorm Deal (2020-10-12),4101,.70,,Decision maker bought-In,2020-10-31,High
2020-08-31,2020-09-20,Thoughtstorm,thoughtstorm.com,Sales Pipeline,Clayton Farr,2020-10-12,Thoughtstorm Deal (2020-10-12),5451,.40,,Presentation scheduled,2020-10-31,High
2020-08-17,2020-08-23,Thoughtstorm,thoughtstorm.com,Sales Pipeline,Clayton Farr,2020-10-12,Thoughtstorm Deal (2020-10-12),5033,.20,,Qualified to buy,2020-10-31,High
2020-11-17,2020-11-23,Oyope,oyope.com,Sales Pipeline,Test User 2,2021-01-05,Oyope Deal (2021-01-05),6998,.30,,Appointment scheduled,2021-02-10,
2020-12-29,2020-12-29,Oyope,oyope.com,Sales Pipeline,Test User 2,2021-01-05,Oyope Deal (2021-01-05),8748,.00,,Closed lost,2021-02-10,
2020-12-22,2020-12-28,Oyope,oyope.com,Sales Pipeline,Test User 2,2021-01-05,Oyope Deal (2021-01-05),5827,.80,,Contract sent,2021-02-10,
2020-12-15,2020-12-21,Oyope,oyope.com,Sales Pipeline,Test User 2,2021-01-05,Oyope Deal (2021-01-05),5491,.70,,Decision maker bought-In,2021-02-10,
2020-11-24,2020-12-14,Oyope,oyope.com,Sales Pipeline,Test User 2,2021-01-05,Oyope Deal (2021-01-05),5063,.40,,Presentation scheduled,2021-02-10,
2020-11-10,2020-11-16,Oyope,oyope.com,Sales Pipeline,Test User 2,2021-01-05,Oyope Deal (2021-01-05),4890,.20,,Qualified to buy,2021-02-10,
2021-04-20,2021-04-26,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-06-08,Mydo Deal (2021-06-08),3199,.30,,Appointment scheduled,2021-07-21,
2021-06-01,2021-06-01,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-06-08,Mydo Deal (2021-06-08),3986,.00,,Closed lost,2021-07-21,
2021-05-25,2021-05-31,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-06-08,Mydo Deal (2021-06-08),3647,.80,,Contract sent,2021-07-21,
2021-05-18,2021-05-24,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-06-08,Mydo Deal (2021-06-08),3535,.70,,Decision maker bought-In,2021-07-21,
2021-04-27,2021-05-17,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-06-08,Mydo Deal (2021-06-08),3290,.40,,Presentation scheduled,2021-07-21,
2021-04-13,2021-04-19,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-06-08,Mydo Deal (2021-06-08),3401,.20,,Qualified to buy,2021-07-21,
2020-11-25,2020-12-01,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-01-13,Skyndu Deal (2021-01-13),6808,.30,,Appointment scheduled,2021-02-10,
